researcher,title,authors,value of cited by,year
Emmanuel Trouvé,Evaluation of CryoSat-2 for height retrieval over the Himalayan range,"A Dehecq, N Gourmelen, A Shepherd, R Cullen, E Trouvé",16.0,2013.0
Emmanuel Trouvé,SAR processing in the temporal domain: application to direct interferogram generation and mountain glacier monitoring,"JM Nicolas, G Vasile, M Gay, F Tupin, E Trouvé",16.0,2007.0
Emmanuel Trouvé,Linear features extraction in rain forest context from interferometric SAR images by fusion of coherence and amplitude information,"VP Onana, E Trouvé, G Mauris, JP Rudant, E Tonye",16.0,2003.0
Emmanuel Trouvé,Combining Optical and SAR Data to Monitor Temprerate Glaciers,"E Trouvé, G Vasile, M Gay, P Grussenmeyer, JM Nicolas, T Landes, ...",15.0,2005.0
Emmanuel Trouvé,Performance assessment of multitemporal SAR images' visual interpretation,"Y Chambenoit, N Classeau, E Trouvé, JP Rudant",15.0,2003.0
Emmanuel Trouvé,Ice aprons in the mont blanc massif (western european alps): Topographic characteristics and relations with glaciers and other types of perennial surface ice features,"S Kaushik, L Ravanel, F Magnin, E Trouvé, Y Yan",13.0,2022.0
Emmanuel Trouvé,Extraction of frequent grouped sequential patterns from satellite image time series,"A Julea, N Méger, C Rigotti, MP Doin, C Lasserre, E Trouvé, P Bolon, ...",13.0,2010.0
Emmanuel Trouvé,Segmentation and classification of polarimetric SAR data based on the KummerU distribution,"O Harant, L Bombrun, M Gay, R Fallourd, E Trouvé, F Tupin",13.0,2009.0
Emmanuel Trouvé,Change detection in urban context with multitemporal ERS-SAR images by using data fusion approach,"VP Onana, E Trouvé, G Mauris, JP Rudant, PL Frison",13.0,2003.0
Emmanuel Trouvé,Fisher pdf formaximum likelihood texture tracking with high resolution PolSAR data,"O Harant, L Bombrun, G Vasile, M Gay, L Ferro-Famil, R Fallourd, ...",11.0,2010.0
Emmanuel Trouvé,An interactive fuzzy fusion system applied to change detection in SAR images,"FT Bujor, L Valet, E Trouvé, G Mauris, P Bolon",11.0,2002.0
Emmanuel Trouvé,"Ice aprons on steep high-alpine slopes: insights from the Mont-Blanc massif, Western Alps","L Ravanel, G Guillet, S Kaushik, S Preunkert, E Malet, F Magnin, E Trouvé, ...",10.0,2023.0
Emmanuel Trouvé,DEM error retrieval by analyzing time series of differential interferograms,"L Bombrun, M Gay, E Trouvé, G Vasile, J Mars",10.0,2009.0
Emmanuel Trouvé,On mining METEOSAT and ERS multitemporal images,"A Julea, N Méger, E Trouvé",10.0,2006.0
Emmanuel Trouvé,Improving IFSAR phase unwrapping by early detection of noninterferometric features,"F Tupin, E Trouve, X Descombes, JM Nicolas, H Maitre",10.0,1996.0
Emmanuel Trouvé,Frames learned by prime convolution layers in a deep learning framework,"AM Atto, RR Bisset, E Trouvé",9.0,2020.0
Emmanuel Trouvé,Change analysis using multitemporal sentinel-1 SAR images,"TT Lê, AM Atto, E Trouvé",9.0,2015.0
Emmanuel Trouvé,A first comparison of Cosmo-Skymed and TerraSAR-X data over Chamonix Mont-Blanc test-site,"JM Nicolas, E Trouvé, R Fallourd, F Vernier, F Tupin, O Harant, M Gay, ...",9.0,2012.0
Emmanuel Trouvé,Amplitude-driven coherence filtering in complex interferograms,"M Ciuc, E Trouvé, P Bolon, V Buzuloiu",9.0,2002.0
Emmanuel Trouvé,Fusion of remotely sensed displacement measurements: Current status and challenges,"Y Yan, A Dehecq, E Trouve, G Mauris, N Gourmelen, F Vernier",8.0,2016.0
Emmanuel Trouvé,Mining pixel evolutions in satellite image time series for agricultural monitoring,"A Julea, N Méger, C Rigotti, E Trouvé, P Bolon, V Lăzărescu",8.0,2011.0
Emmanuel Trouvé,Alpine glacier 3D displacement derived from ascending and descending TerraSAR-X images on Mont-Blanc test site,"R Fallourd, F Vernier, Y Yan, E Trouvé, P Bolon, JM Nicolas, F Tupin, ...",8.0,2010.0
Emmanuel Trouvé,Extraction of velocity time series with an optimal temporal sampling from displacement observation networks,"L Charrier, Y Yan, EC Koeniguer, S Leinss, E Trouvé",7.0,2021.0
Emmanuel Trouvé,Spatiotemporal mining of ENVISAT SAR interferogram time series over the Haiyuan fault in China,"N Méger, R Jolivet, C Lasserre, E Trouvé, C Rigotti, F Lodge, MP Doin, ...",7.0,2011.0
Emmanuel Trouvé,Glaciermonitoring: Correlation versus texture tracking,"CA Deledalle, JM Nicolas, F Tupin, L Denis, R Fallourd, E Trouvé",7.0,2010.0
Emmanuel Trouvé,High Resolution SAR Interferometry: influence of local topography in the context of glacier monitoring,"G Vasile, I Petillot, A Julea, E Trouvé, P Bolon, L Bombrun, M Gay, ...",7.0,2006.0
Emmanuel Trouvé,Improving coherence estimation for high-resolution polarimetric SAR interferometry,"G Vasile, E Trouvé, M Ciuc, P Bolon, V Buzuloiu",7.0,2004.0
Emmanuel Trouvé,Improvement of the tropospheric correction by adapted phase filtering,"F Chaabane, A Avallone, F Tupin, P Briole, E Trouvé, Y Trembley, ...",7.0,2002.0
Emmanuel Trouvé,Monitoring mountain cryosphere dynamics by time-lapse stereo-photogrammetry,"G Marsy, F Vernier, X Bodin, D Cusicanqui, W Castaings, E Trouvé",6.0,2020.0
Emmanuel Trouvé,A pattern-based method for handling confidence measures while mining satellite displacement field time series: Application to greenland ice sheet and alpine glaciers,"T Nguyen, N Méger, C Rigotti, C Pothier, E Trouvé, N Gourmelen, ...",6.0,2018.0
Emmanuel Trouvé,"Analyse de"" Time-Lapse"" stéréo pour la mesure de déformation 3D, application au suivi du glacier d'Argentière","HT Pham, H He, F Vernier, E Trouvé, L Benoit, L Moreau, B Girard",6.0,2014.0
Emmanuel Trouvé,Monitoring alpine glacier activity by a combined use of terrasar-x images and continuous gps measurements-the argentière glacier experiment,"E Trouvé, I Pétillot, P Bolon, M Gay, L Bombrun, JM Nicolas, F Tupin, ...",6.0,2008.0
Emmanuel Trouvé,Bias correction and speckle reduction in time-space filtering of multi-temporal SAR images,"D Coltuc, E Trouvé, P Bolon",6.0,2001.0
Emmanuel Trouvé,Effects of topographic and meteorological parameters on the surface area loss of ice aprons in the Mont Blanc massif (European Alps),"S Kaushik, L Ravanel, F Magnin, Y Yan, E Trouve, D Cusicanqui",5.0,2022.0
Emmanuel Trouvé,Analysis of the temporal evolution of ice aprons in the mont-blanc massif using X and C-band SAR images,"S Kaushik, B Cerino, E Trouve, F Karbou, Y Yan, L Ravanel, F Magnin",5.0,2022.0
Emmanuel Trouvé,Distribution and evolution of ice aprons in a changing climate in the Mont Blanc massif (Western European Alps),"S Kaushik, L Ravanel, F Magnin, Y Yan, E Trouve, D Cusicanqui",5.0,2021.0
Emmanuel Trouvé,PolSAR Radarsat-2 satellite image time series mining over the Chamonix Mont-Blanc test site,"A Julea, F Ledo, N Méger, E Trouvé, P Bolon, C Rigotti, R Fallourd, ...",5.0,2011.0
Emmanuel Trouvé,Assimilation of D-InSAR and sub-pixel image correlation displacement measurements for coseismic fault parameter estimation,"Y Yan, E Trouvé, A Bisserier, G Mauris, S Galichet, V Pinel, E Pathier",5.0,2010.0
Emmanuel Trouvé,Monitoring temperate glaciers: combined use of multi-date TerraSAR-X images and continous GPS measurements,"R Fallourd, O Harant, E Trouvé, JM Nicolas, F Tupin, M Gay, G Vasile, ...",5.0,2009.0
Emmanuel Trouvé,Thin linear features extraction in SAR images by fusion of amplitude and coherence information,"VP Onana, E Trouve, G Mauris, JP Rudant, E Tonyé",5.0,2001.0
Emmanuel Trouvé,Multitemporal SAR image filtering using 3D adaptive neighborhoods,"M Ciuc, P Bolon, E Trouve, H Trebossen",5.0,2001.0
Emmanuel Trouvé,Wrapped phase restoration and unwrapping obstacles classification in SAR interferometry,"E Trouvé, H Maître",5.0,1995.0
Emmanuel Trouvé,Wet Snow Detection from Satellite SAR Images by Machine Learning with Physical Snowpack Model Labelling,"M Gallet, A Atto, F Karbou, E Trouvé",4.0,2023.0
Emmanuel Trouvé,Temporal consolidation strategy for ground-based image displacement time series: Application to glacier monitoring,"G Marsy, F Vernier, E Trouvé, X Bodin, W Castaings, A Walpersdorf, ...",4.0,2021.0
Emmanuel Trouvé,Détection automatique de zones en mouvement dans des séries d’images non recalées: Application à la surveillance des mouvements gravitaires,"G Marsy, F Vernier, X Bodin, W Castaings, E Trouvé",4.0,2017.0
Emmanuel Trouvé,Télédétection satellitaire des surfaces enneigées et englacées,"A Rabatel, E Berthier, Y Arnaud, JP Dedieu, M Dumont, S Gascoin, M Gay, ...",4.0,2017.0
Emmanuel Trouvé,Spatio-temporal mining of polsar satellite image time series,"A Julea, N Méger, E Trouvé, P Bolon, C Rigotti, R Fallourd, JM Nicolas, ...",4.0,2010.0
Emmanuel Trouvé,De la roue au radar: quelques innovations en métrologie radar,"L Moreau, A Polti, JL Danger, JM Nicolas, R Fallourd, E Trouvé",4.0,2010.0
Emmanuel Trouvé,Interférométrie radar satellitaire et mesures GPS à la surface du glacier d’Argentière: comparaisons et validations,"M Koehl, L Bombrun, M Gay, E Trouvé, P Bolon, JM Nicolas, G Vasile, ...",4.0,2009.0
Emmanuel Trouvé,Feature detection in PolInSAR images by an interactive fuzzy fusion approach. Application to glacier monitoring,"G Vasile, E Trouvé, L Valet, JM Nicolas, M Gay, L Bombrun, P Bolon",4.0,2007.0
Emmanuel Trouvé,Extraction of linear features in SAR images for geographical map updating in a tropical forest context,"VP Onana, E Trouve, G Mauris, JP Rudant, JM Ngono, E Tonye",4.0,2000.0
Emmanuel Trouvé,Image processing for SAR image interpretation,"H Maitre, JM Nicolas, S Paquerault, E Trouve, F Tupin",4.0,1998.0
Emmanuel Trouvé,ISSLIDE: A new InSAR dataset for Slow SLIding area DEtection with machine learning,"A Bralet, E Trouvé, J Chanussot, AM Atto",3.0,2024.0
Emmanuel Trouvé,Deep learning of radiometrical and geometrical SAR distorsions for image modality translations,"A Bralet, AM Atto, J Chanussot, E Trouve",3.0,2022.0
Emmanuel Trouvé,Surface Displacement Measurement from Remote Sensing Images,"O Cavalie, E Trouve",3.0,2022.0
Emmanuel Trouvé,External and internal exchange rates and the Dutch disease: Evidence from a panel of oil-exporting African countries,E Mien,3.0,2021.0
Emmanuel Trouvé,Visibility analysis of glaciers on steep slopes in the european alps using TERRASAR-X/PAZ data,"S Kaushik, Y Yan, L Ravanel, F Magnin, E Trouvé",3.0,2021.0
Emmanuel Trouvé,A pattern-based mining system for exploring Displacement Field Time Series,"T Nguyen, N Méger, C Rigotti, C Pothier, N Gourmelen, E Trouvé",3.0,2019.0
Emmanuel Trouvé,A data-adaptive EOF based method for displacement signal extraction from interferogram time series,"R Prébet, Y Yan, M Jauvin, E Trouvé",3.0,2018.0
Emmanuel Trouvé,Use of corner reflectors with Sentinel-1 SAR images for glacier and moraine monitoring,"M Jauvin, Y Yan, E Trouve, B Fruneau, M Gay, B Girard",3.0,2018.0
Emmanuel Trouvé,SAR image texture tracking using a pointwise graph-based model for glacier displacement measurement,"MT Pham, G Mercier, E Trouvé, S Lefèvre",3.0,2017.0
Emmanuel Trouvé,A swap randomization approach for mining motion field time series over the Argentiere glacier,"Y Pericault, C Pothier, N Méger, C Rigotti, F Vernier, HT Pham, E Trouvé",3.0,2015.0
Emmanuel Trouvé,Change analysis of dual polarimetric sentinel-1 SAR image time series using stationary wavelet transform and change detection matrix,"TT Le, AM Atto, E Trouvé",3.0,2015.0
Emmanuel Trouvé,Urban subsidence as a local response of Amazonas River flooding observed by satellite SAR Interferometry,"FLG Ramos, FP de Miranda, E Trouvé, L Soler",3.0,2014.0
Emmanuel Trouvé,Fuzzy vs probability uncertainty analysis of seismic displacement measurements issued from d-insar and sar image correlation measurements: Application to the kashmir earthquake …,"Y Yan, E Trouvé, G Mauris, V Pinel",3.0,2011.0
Emmanuel Trouvé,Combination of sub-pixel image correlation and differential interferometry in measurement of the 2005 Kashmir earthquake displacement field,"Y Yan, V Pinel, E Trouvé, E Pathier, S Galichet, G Mauris, A Bisserier",3.0,2009.0
Emmanuel Trouvé,A flood hazard risk assessment map in growing urban areas by integrating remote sensing and dem data,"VP Onana, JP Rudant, E Trouvé, G Mauris, NT Laporte, W Walker",3.0,2008.0
Emmanuel Trouvé,Radar rectification of GIS data for SAR image analysis in mountain areas,"I Petillot, E Trouvé, P Bolon, M Gay, JM Vanpé",3.0,2008.0
Emmanuel Trouvé,Multi-date ERS tandem interferogram analysis: application to alpine glaciers,"L Bombrun, I Pétillot, G Vasile, M Gay, E Trouvé, P Bolon, JM Nicolas, ...",3.0,2007.0
Emmanuel Trouvé,Rectification radar de données géoréférencées: application à l'analyse de données dans les régions de haute montagne,"I Petillot, G Vasile, E Trouvé, P Bolon, M Gay, M Koehl, A Julea",3.0,2007.0
Emmanuel Trouvé,"Filtrage, extraction et fusion d'informations en imagerie radar multi-composantes",E Trouvé,3.0,2006.0
Emmanuel Trouvé,Velocities field of mountain glacier obtained by synthetic aperture radar interferometry. comparison of insar and surveyed velocities,"L Bousquet, M Gay, B Legresy, G Vasile, E Trouvé",3.0,2004.0
Emmanuel Trouvé,Noise immune least squares phase unwrapping based on two dimensional frequency estimation,"E Trouve, JM Nicolas, H Maitre",3.0,1996.0
Emmanuel Trouvé,Monitoring hanging glacier dynamics from sar images using corner reflectors and field measurements in the mont-blanc massif,"S Kaushik, S Leinss, L Ravanel, E Trouve, Y Yan, F Magnin",2.0,2022.0
Emmanuel Trouvé,Ice Aprons in the Mont-Blanc Massif (Western European Alps): Topographic Characteristics and Relations with Other Types of Glaciers,"S Kaushik, L Ravanel, F Magnin, E Trouve, Y Yan, D Cusicanqui",2.0,2022.0
Emmanuel Trouvé,Temporal consolidation strategy for ground based image displacement time series,"G Marsy, F Vernier, X Bodin, W Castaings, E Trouvé",2.0,2020.0
Emmanuel Trouvé,Potential and Limits of Sentinel-1 Data for Small Alpine Glaciers Monitoring,"M Jauvin, Y Yan, E Trouvé, B Fruneau",2.0,2018.0
Emmanuel Trouvé,Handling coherence measures of displacement field time series: application to greenland ice sheet glaciers,"T Nguyen, N Méger, C Rigotti, C Pothier, E Trouvé, N Gourmelen",2.0,2017.0
Emmanuel Trouvé,Improving the execution of workflows for SAR image analysis,"M Volat, F Vernier, MP Doin, C Lasserre, E Trouvé, E Pathier",2.0,2014.0
Emmanuel Trouvé,Displacement measurements,"Y Yan, V Pinel, F Vernier, E Trouvé",2.0,2014.0
Emmanuel Trouvé,SCHATTEN MATRIX NORM BASED POLARIMETRIC SAR DATA REGULARIZATION. APPLICATION OVER CHAMONIX MONT-BLANC,"TT Le, A Atto, E Trouvé",2.0,2013.0
Emmanuel Trouvé,Glacier flow monitoring by digital camera and space-borne SAR images,"F Vernier, R Fallourd, JM Friedt, Y Yan, E Trouvé, JM Nicolas, L Moreau",2.0,2012.0
Emmanuel Trouvé,Vector and matrix LP norms in polarimetric radar filtering,"AM Atto, G Mercier, TT Le, E Trouvé",2.0,2012.0
Emmanuel Trouvé,Fusion of prior information and multi-scales local frequencies to facilitate D-InSAR phase unwrapping,"Y Yan, E Trouvé, V Pinel",2.0,2012.0
Emmanuel Trouvé,GPS and TerraSAR-X time series measure temperate glacier flow in the Mont Blanc massif (France): the Argentière glacier test site.,"F Ponton, A Walpersdorf, M Gay, E Trouvé, JL Mugnier, R Fallourd, ...",2.0,2012.0
Emmanuel Trouvé,Fusion d'informations issues de la télédétection radar pour l'observation de déplacements dans la région de Manaus (Amazonie),"FLG Ramos, FP De Miranda, AG Evsukoff, E Trouvé, S Galichet",2.0,2012.0
Emmanuel Trouvé,Combining space-borne SAR data and digital camera images to monitor glacier flow by remote and proximal sensing,"F Vernier, R Fallourd, Y Yan, D Rosu, E Trouvé, JM Nicolas, JM Friedt, ...",2.0,2011.0
Emmanuel Trouvé,Comparison of two methods in multi-temporal differential interferometry: Application to the measurement of Mexico City subsidence,"Y Yan, MP Doin, P López-Quiroz, F Tupin, B Fruneau, E Trouvé, V Pinel",2.0,2010.0
Emmanuel Trouvé,Preliminary Terrasar-X observations for temperate glaciers on the Chamonix Mont Blanc test site,"O Harant, R Fallourd, L Bombrun, M Gay, E Trouvé, G Maule, JM Nicolas",2.0,2009.0
Emmanuel Trouvé,La phase en imagerie cohérente: application au suréchantillonnage d’images RSO (Radar à Synthèse d’Ouverture),"R Fallourd, JM Nicolas, E Trouvé, F Tupin",2.0,2009.0
Emmanuel Trouvé,Coherent-stable scatterers detection in SAR multi-interferograms: feature fuzzy fusion in Alpine glacier geophysical context,"G Vasile, E Trouvé, L Valet, JM Nicolas, L Bombrun, M Gay, I Petillot, ...",2.0,2007.0
Emmanuel Trouvé,Monitoring Alpine Glaciers with ALOS SAR and optical data,"P Bolon, E Trouvé, I Petillot, G Vasile, M Gay, L Bombrun, JM Nicolas, ...",2.0,2007.0
Emmanuel Trouvé,Amplitude-Driven-Adaptive-Neighbourhood Filtering of High-Resolution Pol-InSAR Information,"G Vasile, E Trouvé, M Gay, JM Nicolas",2.0,2005.0
Emmanuel Trouvé,Different fusion strategies to detect geographical objects by active contours in multitemporal SAR images,"Y Chambenoit, E Trouvé, N Classeau, JP Rudant, P Bolon",2.0,2004.0
